    0.0     0.0000
    0.2     0.0749
    1.0     0.1191
    2.0     0.1629
    3.0     0.2479
    4.0     0.4573
    5.0     0.7742
    6.0     0.9862
    7.0     0.9985
    8.0     0.9996
    9.0     0.9999
   10.0     1.0000
   11.0     1.0000
